drug_name,brand_name,ndc_name,product_strength_desc,route_desc,source_nm
metroNIDAZOLE,MetroNIDAZOLE,52959010204,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,52959010208,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,52959010214,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,52959010215,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,52959010220,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,52959010221,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,52959010228,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,52959010230,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,52959010242,500 mg,oral,tablet
bacitracin topical,"Bacitracin, Topical",52959011303,500 units/g,topical,ointment
bacitracin topical,"Bacitracin, Topical",52959011315,500 units/g,topical,ointment
bacitracin topical,"Bacitracin, Topical",52959011330,500 units/g,topical,ointment
bacitracin topical,"Bacitracin, Topical",52959011344,500 units/g,topical,ointment
silver sulfADIAZINE topical,Silver SulfADIAZINE,52959011600,1%,topical,cream
silver sulfADIAZINE topical,Silver SulfADIAZINE,52959011601,1%,topical,cream
silver sulfADIAZINE topical,Silver SulfADIAZINE,52959011625,1%,topical,cream
silver sulfADIAZINE topical,Silvadene,52959012002,1%,topical,cream
silver sulfADIAZINE topical,Silvadene,52959012003,1%,topical,cream
silver sulfADIAZINE topical,Silvadene,52959012005,1%,topical,cream
silver sulfADIAZINE topical,Silvadene,52959012025,1%,topical,cream
silver sulfADIAZINE topical,Silvadene,52959012702,1%,topical,cream
silver sulfADIAZINE topical,Silvadene,52959012703,1%,topical,cream
silver sulfADIAZINE topical,Silvadene,52959012705,1%,topical,cream
ampicillin,Ampicillin,52959013003,250 mg/5 mL,oral,powder for reconstitution
cefdinir,Cefdinir,52959013420,300 mg,oral,capsule
erythromycin-sulfisoxazole,Erythromycin-Sulfisoxazole,52959016400,200 mg-600 mg/5 mL,oral,granule for reconstitution
erythromycin-sulfisoxazole,Erythromycin-Sulfisoxazole,52959016403,200 mg-600 mg/5 mL,oral,granule for reconstitution
erythromycin-sulfisoxazole,Erythromycin-Sulfisoxazole,52959016406,200 mg-600 mg/5 mL,oral,granule for reconstitution
mupirocin topical,Bactroban,52959016622,2%,topical,ointment
ciprofloxacin,Cipro,52959017106,250 mg,oral,tablet
ciprofloxacin,Cipro,52959017110,250 mg,oral,tablet
ciprofloxacin,Cipro,52959017114,250 mg,oral,tablet
ciprofloxacin,Cipro,52959017120,250 mg,oral,tablet
ciprofloxacin,Cipro,52959017128,250 mg,oral,tablet
amoxicillin,Amoxicillin,52959018100,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,52959018101,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,52959018180,125 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,52959020001,125 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,52959020002,125 mg/5 mL,oral,powder for reconstitution
cefadroxil,Duricef,52959020405,1000 mg,oral,tablet
cefadroxil,Duricef,52959020407,1000 mg,oral,tablet
cefadroxil,Duricef,52959020410,1000 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,52959021310,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,52959021320,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,52959021324,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,52959021328,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,52959021330,500 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,52959021340,500 mg,oral,tablet
ofloxacin,Floxin,52959021610,400 mg,oral,tablet
ofloxacin,Floxin,52959021614,400 mg,oral,tablet
ofloxacin,Floxin,52959021620,400 mg,oral,tablet
bacitracin topical,"Bacitracin, Topical",52959021706,500 units/g,topical,ointment
clarithromycin,Biaxin,52959023010,500 mg,oral,tablet
clarithromycin,Biaxin,52959023020,500 mg,oral,tablet
erythromycin,PCE Dispertab,52959024010,500 mg,oral,"tablet, coated particles"
azithromycin,Zithromax,52959024203,200 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,52959024619,250 mg,oral,"tablet, chewable"
amoxicillin,Amoxicillin,52959024621,250 mg,oral,"tablet, chewable"
amoxicillin,Amoxicillin,52959024630,250 mg,oral,"tablet, chewable"
amoxicillin,Amoxicillin,52959024640,250 mg,oral,"tablet, chewable"
cefaclor,Ceclor,52959027702,250 mg/5 mL,oral,powder for reconstitution
tetracycline,Tetracycline Hydrochloride,52959028300,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,52959028312,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,52959028320,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,52959028328,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,52959028330,250 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,52959028340,250 mg,oral,capsule
cefaclor,Cefaclor,52959029403,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,52959029605,400 mg/5 mL,oral,powder for reconstitution
cefprozil,Cefprozil,52959030020,500 mg,oral,tablet
erythromycin,Erythromycin Estolate,52959030300,estolate 125 mg/5 mL,oral,suspension
erythromycin,Erythromycin Estolate,52959030303,estolate 125 mg/5 mL,oral,suspension
erythromycin,Erythromycin Estolate,52959030401,estolate 250 mg/5 mL,oral,suspension
erythromycin,Erythromycin Estolate,52959030402,estolate 250 mg/5 mL,oral,suspension
erythromycin,Erythromycin Ethylsuccinate,52959030500,ethylsuccinate 400 mg/5 mL,oral,suspension
erythromycin,Erythromycin Ethylsuccinate,52959030501,ethylsuccinate 400 mg/5 mL,oral,suspension
cephradine,Cephradine,52959030820,250 mg,oral,capsule
cephradine,Cephradine,52959030840,250 mg,oral,capsule
erythromycin,Erythromycin Ethylsuccinate,52959031001,ethylsuccinate 200 mg/5 mL,oral,granule for reconstitution
erythromycin,Erythromycin Ethylsuccinate,52959031002,ethylsuccinate 200 mg/5 mL,oral,granule for reconstitution
azithromycin,Zithromax,52959031315,100 mg/5 mL,oral,powder for reconstitution
penicillin V potassium,Penicillin V Potassium,52959033320,250 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,52959033324,250 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,52959033328,250 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,52959033330,250 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,52959033340,250 mg,oral,tablet
tetracycline,Tetracycline Hydrochloride,52959033614,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,52959033620,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,52959033628,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,52959033630,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,52959033640,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,52959033656,500 mg,oral,capsule
tetracycline,Tetracycline Hydrochloride,52959033690,500 mg,oral,capsule
erythromycin,Eryc,52959034140,250 mg,oral,delayed release capsule
erythromycin,Eryc,52959034160,250 mg,oral,delayed release capsule
amoxicillin-clavulanate,Augmentin,52959034309,250 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Augmentin,52959034315,250 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Augmentin,52959034321,250 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Augmentin,52959034330,250 mg-125 mg,oral,tablet
cefprozil,Cefzil,52959034920,500 mg,oral,tablet
cefaclor,Cefaclor,52959036700,250 mg,oral,capsule
cefaclor,Cefaclor,52959036714,250 mg,oral,capsule
cefaclor,Cefaclor,52959036715,250 mg,oral,capsule
cefaclor,Cefaclor,52959036720,250 mg,oral,capsule
cefaclor,Cefaclor,52959036721,250 mg,oral,capsule
cefaclor,Cefaclor,52959036730,250 mg,oral,capsule
cefaclor,Cefaclor,52959036740,250 mg,oral,capsule
cefaclor,Cefaclor,52959036810,500 mg,oral,capsule
cefaclor,Cefaclor,52959036814,500 mg,oral,capsule
cefaclor,Cefaclor,52959036820,500 mg,oral,capsule
cefaclor,Cefaclor,52959036821,500 mg,oral,capsule
cefaclor,Cefaclor,52959036828,500 mg,oral,capsule
cefaclor,Cefaclor,52959036830,500 mg,oral,capsule
cefaclor,Cefaclor,52959036840,500 mg,oral,capsule
ampicillin,Ampicillin,52959038920,500 mg,oral,capsule
ampicillin,Ampicillin,52959038928,500 mg,oral,capsule
ampicillin,Ampicillin,52959038930,500 mg,oral,capsule
ampicillin,Ampicillin,52959038940,500 mg,oral,capsule
metroNIDAZOLE,MetroNIDAZOLE,52959040015,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,52959040021,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,52959040028,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,52959040030,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,52959040056,250 mg,oral,tablet
nitrofurantoin,Macrobid,52959040410,macrocrystals-monohydrate 100 mg,oral,capsule
nitrofurantoin,Macrobid,52959040414,macrocrystals-monohydrate 100 mg,oral,capsule
nitrofurantoin,Macrobid,52959040420,macrocrystals-monohydrate 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Macrocrystals,52959040500,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Macrocrystals,52959040508,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Macrocrystals,52959040510,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Macrocrystals,52959040514,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Macrocrystals,52959040515,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Macrocrystals,52959040516,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Macrocrystals,52959040520,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Macrocrystals,52959040521,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Macrocrystals,52959040528,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Macrocrystals,52959040530,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Macrocrystals,52959040540,macrocrystals 100 mg,oral,capsule
erythromycin,Erythrocin Stearate Filmtab,52959042728,stearate 250 mg,oral,tablet
erythromycin,Erythrocin Stearate Filmtab,52959042740,stearate 250 mg,oral,tablet
cefadroxil,Cefadroxil Monohydrate,52959042804,500 mg,oral,capsule
cefadroxil,Cefadroxil Monohydrate,52959042810,500 mg,oral,capsule
cefadroxil,Cefadroxil Monohydrate,52959042814,500 mg,oral,capsule
cefadroxil,Cefadroxil Monohydrate,52959042816,500 mg,oral,capsule
cefadroxil,Cefadroxil Monohydrate,52959042818,500 mg,oral,capsule
cefadroxil,Cefadroxil Monohydrate,52959042820,500 mg,oral,capsule
cefadroxil,Cefadroxil Monohydrate,52959042828,500 mg,oral,capsule
cefadroxil,Cefadroxil Monohydrate,52959042830,500 mg,oral,capsule
clarithromycin,Biaxin,52959044210,250 mg,oral,tablet
clarithromycin,Biaxin,52959044214,250 mg,oral,tablet
clarithromycin,Biaxin,52959044220,250 mg,oral,tablet
cloxacillin,Cloxacillin Sodium,52959046628,500 mg,oral,capsule
cloxacillin,Cloxacillin Sodium,52959046828,250 mg,oral,capsule
amoxicillin-clavulanate,Augmentin,52959047030,125 mg-31.25 mg,oral,"tablet, chewable"
doxycycline,Doxycycline Hyclate,52959047414,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,52959047420,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,52959047430,hyclate 100 mg,oral,tablet
amoxicillin-clavulanate,Augmentin,52959047810,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Augmentin,52959047814,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Augmentin,52959047815,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Augmentin,52959047820,875 mg-125 mg,oral,tablet
levoFLOXacin,Levaquin,52959049201,500 mg,oral,tablet
levoFLOXacin,Levaquin,52959049202,500 mg,oral,tablet
levoFLOXacin,Levaquin,52959049204,500 mg,oral,tablet
levoFLOXacin,Levaquin,52959049206,500 mg,oral,tablet
levoFLOXacin,Levaquin,52959049207,500 mg,oral,tablet
levoFLOXacin,Levaquin,52959049210,500 mg,oral,tablet
levoFLOXacin,Levaquin,52959049212,500 mg,oral,tablet
levoFLOXacin,Levaquin,52959049214,500 mg,oral,tablet
levoFLOXacin,Levaquin,52959049230,500 mg,oral,tablet
erythromycin,Erythromycin Stearate,52959050420,stearate 500 mg,oral,tablet
erythromycin,Erythromycin Stearate,52959050428,stearate 500 mg,oral,tablet
erythromycin,Erythromycin Stearate,52959050430,stearate 500 mg,oral,tablet
erythromycin,Erythromycin Stearate,52959050440,stearate 500 mg,oral,tablet
azithromycin,Zithromax Z-Pak,52959050506,250 mg,oral,tablet
penicillin V potassium,Penicillin V Potassium,52959056000,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,52959061302,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,52959061303,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxil,52959061401,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxil,52959061402,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxil,52959061403,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxil,52959061501,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxil,52959061502,125 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Augmentin,52959061600,250 mg-62.5 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Augmentin,52959061601,250 mg-62.5 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Augmentin,52959061602,250 mg-62.5 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Augmentin,52959061700,400 mg-57 mg/5 mL,oral,powder for reconstitution
cefaclor,Cefaclor,52959061903,250 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,52959062000,250 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,52959062001,250 mg/5 mL,oral,powder for reconstitution
cefpodoxime,Vantin,52959062710,100 mg,oral,tablet
cefpodoxime,Vantin,52959062720,100 mg,oral,tablet
silver sulfADIAZINE topical,Silver SulfADIAZINE,52959063500,1%,topical,cream
silver sulfADIAZINE topical,Silver SulfADIAZINE,52959063501,1%,topical,cream
silver sulfADIAZINE topical,Silver SulfADIAZINE,52959063525,1%,topical,cream
silver sulfADIAZINE topical,Silver SulfADIAZINE,52959063550,1%,topical,cream
azithromycin,Zithromax,52959065703,200 mg/5 mL,oral,powder for reconstitution
azithromycin,Zithromax,52959065706,200 mg/5 mL,oral,powder for reconstitution
cefpodoxime,Vantin,52959065820,200 mg,oral,tablet
cephalexin,Keflex,52959066020,250 mg,oral,capsule
cephalexin,Keflex,52959066030,250 mg,oral,capsule
amoxicillin,Amoxicillin,52959066120,875 mg,oral,tablet
amoxicillin,Amoxicillin,52959066130,875 mg,oral,tablet
cefixime,Suprax,52959066405,400 mg,oral,tablet
cefixime,Suprax,52959066410,400 mg,oral,tablet
bacitracin/neomycin/polymyxin B/pramoxine top,Triple Antibiotic Plus,52959068230,500 units-3.5 mg-10000 units-10 mg/g,topical,ointment
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070204,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070209,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070212,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070214,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070215,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070220,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070221,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070230,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070240,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070710,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070714,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070715,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070720,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070730,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,52959070760,875 mg-125 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073000,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073004,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073006,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073010,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073014,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073015,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073020,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073021,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073028,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073030,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073060,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073414,750 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073420,750 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073430,750 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073460,750 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073906,250 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073910,250 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073914,250 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,52959073920,250 mg,oral,tablet
mupirocin topical,Mupirocin,52959074322,2%,topical,ointment
clindamycin,Clindamycin Hydrochloride,52959074420,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,52959074430,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,52959074440,150 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,52959074442,150 mg,oral,capsule
penicillin V potassium,Penicillin V Potassium,52959076501,250 mg/5 mL,oral,powder for reconstitution
penicillin V potassium,Penicillin V Potassium,52959076502,250 mg/5 mL,oral,powder for reconstitution
levoFLOXacin,Levaquin,52959078210,750 mg,oral,tablet
levoFLOXacin,Levaquin,52959078220,750 mg,oral,tablet
nitrofurantoin,Nitrofurantoin Macrocrystals,52959078310,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Macrocrystals,52959078314,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Nitrofurantoin Monohydrate/Macrocrystals,52959078320,macrocrystals-monohydrate 100 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,52959078404,300 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,52959078416,300 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,52959078421,300 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,52959078428,300 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,52959078430,300 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,52959078440,300 mg,oral,capsule
amoxicillin-clavulanate,Augmentin XR,52959079328,1000 mg-62.5 mg,oral,"tablet, extended release"
amoxicillin-clavulanate,Augmentin XR,52959079340,1000 mg-62.5 mg,oral,"tablet, extended release"
cefpodoxime,Cefpodoxime Proxetil,52959079610,100 mg,oral,tablet
erythromycin,Erythromycin Base,52959081620,500 mg,oral,tablet
erythromycin,Erythromycin Base,52959081628,500 mg,oral,tablet
erythromycin,Erythromycin Base,52959081630,500 mg,oral,tablet
clarithromycin,Clarithromycin,52959083610,500 mg,oral,tablet
clarithromycin,Clarithromycin,52959083614,500 mg,oral,tablet
clarithromycin,Clarithromycin,52959083620,500 mg,oral,tablet
clarithromycin,Clarithromycin,52959083660,500 mg,oral,tablet
azithromycin,Azithromycin 5 Day Dose Pack,52959083806,250 mg,oral,tablet
amoxicillin,Amoxicillin,52959084301,200 mg/5 mL,oral,powder for reconstitution
ciprofloxacin,Cipro XR,52959085507,500 mg,oral,"tablet, extended release"
azithromycin,Azithromycin,52959092703,500 mg,oral,tablet
azithromycin,Azithromycin,52959093230,200 mg/5 mL,oral,powder for reconstitution
cefuroxime,Cefuroxime Axetil,52959093920,500 mg,oral,tablet
cefuroxime,Cefuroxime Axetil,52959093930,500 mg,oral,tablet
amoxicillin,Amoxil,52959100501,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxil,52959100502,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxil,52959100503,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxil,52959100601,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxil,52959100602,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxil,52959100603,250 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Augmentin,52959101200,250 mg-62.5 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Augmentin,52959101201,250 mg-62.5 mg/5 mL,oral,powder for reconstitution
mupirocin topical,Bactroban,52959101400,2%,topical,ointment
mupirocin topical,Bactroban,52959101422,2%,topical,ointment
cefaclor,Ceclor,52959102702,250 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,52959102900,250 mg/5 mL,oral,powder for reconstitution
cephalexin,Cephalexin Monohydrate,52959102901,250 mg/5 mL,oral,powder for reconstitution
erythromycin,Erythromycin Estolate,52959105200,estolate 125 mg/5 mL,oral,suspension
erythromycin,Erythromycin Estolate,52959105203,estolate 125 mg/5 mL,oral,suspension
erythromycin,Erythromycin Estolate,52959105301,estolate 250 mg/5 mL,oral,suspension
erythromycin,Erythromycin Estolate,52959105302,estolate 250 mg/5 mL,oral,suspension
erythromycin,Erythromycin Ethylsuccinate,52959105500,ethylsuccinate 400 mg/5 mL,oral,suspension
erythromycin,Erythromycin Ethylsuccinate,52959105501,ethylsuccinate 400 mg/5 mL,oral,suspension
silver sulfADIAZINE topical,Silvadene,52959112702,1%,topical,cream
silver sulfADIAZINE topical,Silvadene,52959112705,1%,topical,cream
penicillin V potassium,Penicillin V Potassium,52959117201,250 mg/5 mL,oral,powder for reconstitution
penicillin V potassium,Penicillin V Potassium,52959117202,250 mg/5 mL,oral,powder for reconstitution
silver sulfADIAZINE topical,Silver SulfADIAZINE,52959124900,1%,topical,cream
silver sulfADIAZINE topical,Silver SulfADIAZINE,52959124901,1%,topical,cream
cefaclor,Cefaclor,52959139903,250 mg/5 mL,oral,powder for reconstitution
azithromycin,Zithromax,52959142303,200 mg/5 mL,oral,powder for reconstitution
azithromycin,Zithromax,52959142306,200 mg/5 mL,oral,powder for reconstitution
ampicillin,Ampicillin,52959142503,250 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Augmentin,52959143000,400 mg-57 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Augmentin,52959143100,400 mg-57 mg/5 mL,oral,powder for reconstitution
erythromycin,Erythromycin Ethylsuccinate,52959145201,ethylsuccinate 200 mg/5 mL,oral,suspension
erythromycin,Erythromycin Ethylsuccinate,52959145202,ethylsuccinate 200 mg/5 mL,oral,suspension
cephalexin,Cephalexin Monohydrate,52959145302,125 mg/5 mL,oral,powder for reconstitution
penicillin V potassium,Penicillin V Potassium,52959146200,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,52959146303,250 mg/5 mL,oral,powder for reconstitution
cefaclor,Ceclor,52995002730,250 mg,oral,capsule
cefaclor,Ceclor,52995027702,250 mg/5 mL,oral,powder for reconstitution
valrubicin,Valstar,53014021604,40 mg/mL,irrigation,solution
valrubicin,Valstar,53014021624,40 mg/mL,irrigation,solution
valrubicin,Valstar,53014021670,40 mg/mL,irrigation,solution
silver sulfADIAZINE topical,Thermazene,53097010105,1%,topical,cream
silver sulfADIAZINE topical,Thermazene,53097010110,1%,topical,cream
silver sulfADIAZINE topical,Thermazene,53097010120,1%,topical,cream
silver sulfADIAZINE topical,Thermazene,53097010140,1%,topical,cream
silver sulfADIAZINE topical,Thermazene,53097010150,1%,topical,cream
silver sulfADIAZINE topical,Thermazene,53097010185,1%,topical,cream
epiRUBicin,Epirubicin Hydrochloride,53150024701,2 mg/mL,intravenous,solution
epiRUBicin,Epirubicin Hydrochloride,53150025001,2 mg/mL,intravenous,solution
DOXOrubicin,DOXOrubicin Hydrochloride,53150031410,2 mg/mL,intravenous,solution
DOXOrubicin,DOXOrubicin Hydrochloride,53150031501,2 mg/mL,intravenous,solution
DOXOrubicin,DOXOrubicin Hydrochloride,53150031701,2 mg/mL,intravenous,solution
DOXOrubicin,DOXOrubicin Hydrochloride,53150032010,2 mg/mL,intravenous,solution
methenamine,Methenamine Mandelate,53265015910,mandelate 0.5 g,oral,tablet
methenamine,Methenamine Mandelate,53265015911,mandelate 0.5 g,oral,tablet
methenamine,Methenamine Mandelate,53265015926,mandelate 0.5 g,oral,tablet
methenamine,Methenamine Mandelate,53265016010,mandelate 1 g,oral,tablet
methenamine,Methenamine Mandelate,53265016011,mandelate 1 g,oral,tablet
methenamine,Methenamine Mandelate,53265016026,mandelate 1 g,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,53265035203,750 mg,oral,"tablet, extended release"
metroNIDAZOLE,MetroNIDAZOLE,53265035305,375 mg,oral,capsule
metroNIDAZOLE,MetroNIDAZOLE,53265037410,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,53265037450,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,53265037470,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,53265037510,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,53265037550,500 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,53265037560,500 mg,oral,tablet
doxycycline,Doxycycline Hyclate,53489011802,hyclate 50 mg,oral,capsule
doxycycline,Doxycycline Hyclate,53489011805,hyclate 50 mg,oral,capsule
doxycycline,Doxycycline Hyclate,53489011905,hyclate 100 mg,oral,capsule
doxycycline,Doxycycline Hyclate,53489012002,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,53489012005,hyclate 100 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,53489013501,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,53489013503,250 mg,oral,tablet
metroNIDAZOLE,MetroNIDAZOLE,53489013601,500 mg,oral,tablet
doxycycline,Doxycycline Hyclate,53489055001,20 mg,oral,tablet
doxycycline,Doxycycline Hyclate,53489055005,20 mg,oral,tablet
doxycycline,Doxycycline Hyclate,53489064701,20 mg,oral,tablet
